"";"Estacion";"Camera";"Species";"DateTimeOriginal";"Date";"Time";"delta.time.secs";"delta.time.mins";"delta.time.hours";"delta.time.days";"Directory";"FileName";"metadata_Especie";"HierarchicalSubject";"Estacion2"
"1";"Henry";"Camara1";"Dudosa";2017-05-17 04:20:39;2017-05-17;"04:20:39";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-05-17__04-20-39(1).JPG";"Dudosa_&_Mano Pelada";"Especie|Dudosa, Especie|Mano Pelada, Especie";"Henry__Camara1"
"2";"Henry";"Camara2";"Dudosa";2016-12-21 06:57:30;2016-12-21;"06:57:30";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-21__06-57-30(1).JPG";"Dudosa_&_Zorro Gris";"Especie|Dudosa, Especie|Zorro Gris, Especie";"Henry__Camara2"
"3";"Henry";"Camara2";"Dudosa";2016-12-21 07:22:10;2016-12-21;"07:22:10";1478;25;0,4;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-21__07-22-10(1).JPG";"Dudosa_&_Zorro Gris";"Especie|Dudosa, Especie|Zorro Gris, Especie";"Henry__Camara2"
"4";"Henry";"Camara2";"Dudosa";2016-12-26 08:10:18;2016-12-26;"08:10:18";434886;7248;120,8;5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-26__08-10-18(1).JPG";"Dudosa_&_Zorro Gris";"Especie|Dudosa, Especie|Zorro Gris, Especie";"Henry__Camara2"
"5";"Henry";"Camara2";"Dudosa";2016-12-27 05:43:48;2016-12-27;"05:43:48";77610;1294;21,6;0,9;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-27__05-43-48(1).JPG";"Dudosa";"Especie|Dudosa, Especie";"Henry__Camara2"
"6";"Henry";"Camara2";"Dudosa";2016-12-27 09:09:44;2016-12-27;"09:09:44";12355;206;3,4;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-27__09-09-44(1).JPG";"Dudosa";"Especie|Dudosa, Especie";"Henry__Camara2"
"7";"Henry";"Camara2";"Dudosa";2016-12-28 00:57:14;2016-12-28;"00:57:14";56849;947;15,8;0,7;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-28__00-57-14(1).JPG";"Dudosa";"Especie|Dudosa, Especie";"Henry__Camara2"
"8";"Henry";"Camara2";"Dudosa";2016-12-28 03:58:29;2016-12-28;"03:58:29";10872;181;3;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-28__03-58-29(1).JPG";"Dudosa_&_Mano Pelada";"Especie|Dudosa, Especie|Mano Pelada, Especie";"Henry__Camara2"
"9";"Henry";"Camara2";"Dudosa";2016-12-30 02:50:06;2016-12-30;"02:50:06";168696;2812;46,9;2;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-30__02-50-06(1).JPG";"Dudosa_&_Zorro Perro";"Especie|Dudosa, Especie|Zorro Perro, Especie";"Henry__Camara2"
"10";"Henry";"Camara2";"Dudosa";2017-01-02 00:33:00;2017-01-02;"00:33:00";250973;4183;69,7;2,9;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-02__00-33-00(1).JPG";"Dudosa_&_Rabo Molle";"Especie|Dudosa, Especie|Rabo Molle, Especie";"Henry__Camara2"
"11";"Henry";"Camara2";"Dudosa";2017-01-07 21:19:09;2017-01-07;"21:19:09";506768;8446;140,8;5,9;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__21-19-09(1).JPG";"Dudosa_&_Guazubira";"Especie|Dudosa, Especie|Guazubira, Especie";"Henry__Camara2"
"12";"Henry";"Camara2";"Dudosa";2017-01-09 06:15:34;2017-01-09;"06:15:34";118584;1976;32,9;1,4;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-09__06-15-34(1).JPG";"Dudosa_&_Zorro Gris";"Especie|Dudosa, Especie|Zorro Gris, Especie";"Henry__Camara2"
"13";"Henry";"Camara2";"Dudosa";2017-01-10 12:29:04;2017-01-10;"12:29:04";108809;1813;30,2;1,3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-10__12-29-04(1).JPG";"Dudosa_&_Zorro Gris";"Especie|Dudosa, Especie|Zorro Gris, Especie";"Henry__Camara2"
"14";"Henry";"Camara2";"Dudosa";2017-01-15 00:28:39;2017-01-15;"00:28:39";388775;6480;108;4,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-15__00-28-39(1).JPG";"Dudosa_&_Rabo Molle";"Especie|Dudosa, Especie|Rabo Molle, Especie";"Henry__Camara2"
"15";"Henry";"Camara1";"Guazubira";2017-04-12 11:45:52;2017-04-12;"11:45:52";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-04-12__11-45-52(1).JPG";"Guazubira";"Especie|Guazubira, Especie";"Henry__Camara1"
"16";"Henry";"Camara2";"Guazubira";2016-12-29 08:58:56;2016-12-29;"08:58:56";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-29__08-58-56(1).JPG";"Guazubira";"Especie|Guazubira, Especie";"Henry__Camara2"
"17";"Henry";"Camara2";"Guazubira";2016-12-31 19:59:32;2016-12-31;"19:59:32";212435;3541;59;2,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-31__19-59-32(1).JPG";"Guazubira";"Especie|Guazubira, Especie";"Henry__Camara2"
"18";"Henry";"Camara2";"Guazubira";2017-01-07 21:19:09;2017-01-07;"21:19:09";609295;10155;169,2;7;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__21-19-09(1).JPG";"Dudosa_&_Guazubira";"Especie|Dudosa, Especie|Guazubira, Especie";"Henry__Camara2"
"19";"Henry";"Camara2";"Jabali";2016-12-27 05:30:04;2016-12-27;"05:30:04";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-27__05-30-04(1).JPG";"Jabali";"Especie|Jabali, Especie";"Henry__Camara2"
"20";"Henry";"Camara2";"Jabali";2016-12-28 05:46:21;2016-12-28;"05:46:21";87376;1456;24,3;1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-28__05-46-21(1).JPG";"Jabali";"Especie|Jabali, Especie";"Henry__Camara2"
"21";"Henry";"Camara2";"Jabali";2016-12-30 06:00:01;2016-12-30;"06:00:01";173619;2894;48,2;2;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-30__06-00-01(1).JPG";"Jabali";"Especie|Jabali, Especie";"Henry__Camara2"
"22";"Henry";"Camara2";"Jabali";2017-01-02 06:40:07;2017-01-02;"06:40:07";261605;4360;72,7;3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-02__06-40-07(1).JPG";"Jabali";"Especie|Jabali, Especie";"Henry__Camara2"
"23";"Henry";"Camara2";"Jabali";2017-01-02 19:10:09;2017-01-02;"19:10:09";44965;749;12,5;0,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-02__19-10-09(1).JPG";"Jabali";"Especie|Jabali, Especie";"Henry__Camara2"
"24";"Henry";"Camara2";"Jabali";2017-01-05 19:41:23;2017-01-05;"19:41:23";261073;4351;72,5;3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-05__19-41-23(1).JPG";"Jabali";"Especie|Jabali, Especie";"Henry__Camara2"
"25";"Henry";"Camara2";"Jabali";2017-01-06 04:14:43;2017-01-06;"04:14:43";30800;513;8,6;0,4;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-06__04-14-43(1).JPG";"Jabali";"Especie|Jabali, Especie";"Henry__Camara2"
"26";"Henry";"Camara1";"Lagarto Overo";2017-03-08 11:37:06;2017-03-08;"11:37:06";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-03-08__11-37-06(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara1"
"27";"Henry";"Camara2";"Lagarto Overo";2016-12-20 11:06:52;2016-12-20;"11:06:52";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-20__11-06-52(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"28";"Henry";"Camara2";"Lagarto Overo";2016-12-22 10:53:20;2016-12-22;"10:53:20";171987;2866;47,8;2;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-22__10-53-20(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"29";"Henry";"Camara2";"Lagarto Overo";2016-12-24 12:14:50;2016-12-24;"12:14:50";177689;2961;49,4;2,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-24__12-14-50(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"30";"Henry";"Camara2";"Lagarto Overo";2016-12-28 13:23:03;2016-12-28;"13:23:03";349692;5828;97,1;4;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-28__13-23-03(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"31";"Henry";"Camara2";"Lagarto Overo";2016-12-28 14:54:17;2016-12-28;"14:54:17";5473;91;1,5;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-28__14-54-17(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"32";"Henry";"Camara2";"Lagarto Overo";2016-12-30 10:42:13;2016-12-30;"10:42:13";157675;2628;43,8;1,8;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-30__10-42-13(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"33";"Henry";"Camara2";"Lagarto Overo";2016-12-31 11:51:07;2016-12-31;"11:51:07";90532;1509;25,1;1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-31__11-51-07(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"34";"Henry";"Camara2";"Lagarto Overo";2017-01-03 13:02:41;2017-01-03;"13:02:41";263492;4392;73,2;3,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-03__13-02-41(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"35";"Henry";"Camara2";"Lagarto Overo";2017-01-05 14:17:49;2017-01-05;"14:17:49";177306;2955;49,2;2,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-05__14-17-49(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"36";"Henry";"Camara2";"Lagarto Overo";2017-01-06 11:52:00;2017-01-06;"11:52:00";77650;1294;21,6;0,9;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-06__11-52-00(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"37";"Henry";"Camara2";"Lagarto Overo";2017-01-06 16:02:41;2017-01-06;"16:02:41";15040;251;4,2;0,2;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-06__16-02-41(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"38";"Henry";"Camara2";"Lagarto Overo";2017-01-09 11:18:38;2017-01-09;"11:18:38";242156;4036;67,3;2,8;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-09__11-18-38(1).JPG";"Lagarto Overo";"Especie|Lagarto Overo, Especie";"Henry__Camara2"
"39";"Henry";"Camara1";"Mano Pelada";2017-05-17 04:20:39;2017-05-17;"04:20:39";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-05-17__04-20-39(1).JPG";"Dudosa_&_Mano Pelada";"Especie|Dudosa, Especie|Mano Pelada, Especie";"Henry__Camara1"
"40";"Henry";"Camara2";"Mano Pelada";2016-12-28 03:58:29;2016-12-28;"03:58:29";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-28__03-58-29(1).JPG";"Dudosa_&_Mano Pelada";"Especie|Dudosa, Especie|Mano Pelada, Especie";"Henry__Camara2"
"41";"Henry";"Camara2";"Mano Pelada";2016-12-28 21:46:34;2016-12-28;"21:46:34";64084;1068;17,8;0,7;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-28__21-46-34(1).JPG";"Mano Pelada";"Especie|Mano Pelada, Especie";"Henry__Camara2"
"42";"Henry";"Camara1";"Margay";2017-05-27 03:37:08;2017-05-27;"03:37:08";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-05-27__03-37-08(1).JPG";"Margay";"Especie|Margay, Especie";"Henry__Camara1"
"43";"Henry";"Camara1";"Margay";2017-05-30 02:36:34;2017-05-30;"02:36:34";255565;4259;71;3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-05-30__02-36-34(1).JPG";"Margay";"Especie|Margay, Especie";"Henry__Camara1"
"44";"Henry";"Camara2";"Pava de Monte";2017-01-01 15:02:18;2017-01-01;"15:02:18";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-01__15-02-18(1).JPG";"Pava de Monte";"Especie|Pava de Monte, Especie";"Henry__Camara2"
"45";"Henry";"Camara2";"Pava de Monte";2017-01-13 14:40:41;2017-01-13;"14:40:41";1035502;17258;287,6;12;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-13__14-40-41(1).JPG";"Pava de Monte";"Especie|Pava de Monte, Especie";"Henry__Camara2"
"46";"Henry";"Camara2";"Rabo Molle";2016-12-23 23:32:43;2016-12-23;"23:32:43";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-23__23-32-43(1).JPG";"Rabo Molle";"Especie|Rabo Molle, Especie";"Henry__Camara2"
"47";"Henry";"Camara2";"Rabo Molle";2016-12-29 21:47:56;2016-12-29;"21:47:56";512112;8535;142,2;5,9;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-29__21-47-56(1).JPG";"Rabo Molle";"Especie|Rabo Molle, Especie";"Henry__Camara2"
"48";"Henry";"Camara2";"Rabo Molle";2017-01-01 00:58:31;2017-01-01;"00:58:31";184234;3071;51,2;2,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-01__00-58-31(1).JPG";"Rabo Molle";"Especie|Rabo Molle, Especie";"Henry__Camara2"
"49";"Henry";"Camara2";"Rabo Molle";2017-01-02 00:33:00;2017-01-02;"00:33:00";84868;1414;23,6;1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-02__00-33-00(1).JPG";"Dudosa_&_Rabo Molle";"Especie|Dudosa, Especie|Rabo Molle, Especie";"Henry__Camara2"
"50";"Henry";"Camara2";"Rabo Molle";2017-01-03 02:54:23;2017-01-03;"02:54:23";94882;1581;26,4;1,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-03__02-54-23(1).JPG";"Rabo Molle";"Especie|Rabo Molle, Especie";"Henry__Camara2"
"51";"Henry";"Camara2";"Rabo Molle";2017-01-08 04:07:46;2017-01-08;"04:07:46";436402;7273;121,2;5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-08__04-07-46(1).JPG";"Rabo Molle";"Especie|Rabo Molle, Especie";"Henry__Camara2"
"52";"Henry";"Camara2";"Rabo Molle";2017-01-13 02:11:42;2017-01-13;"02:11:42";425036;7084;118,1;4,9;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-13__02-11-42(1).JPG";"Rabo Molle";"Especie|Rabo Molle, Especie";"Henry__Camara2"
