"";"Estacion";"Camera";"Species";"DateTimeOriginal";"Date";"Time";"delta.time.secs";"delta.time.mins";"delta.time.hours";"delta.time.days";"Directory";"FileName";"metadata_Especie";"HierarchicalSubject";"Estacion2"
"107";"Henry";"Camara2";"Zorro Gris";2017-01-06 05:23:17;2017-01-06;"05:23:17";44043;734;12,2;0,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-06__05-23-17(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"108";"Henry";"Camara2";"Zorro Gris";2017-01-06 16:35:00;2017-01-06;"16:35:00";39989;666;11,1;0,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-06__16-35-00(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"109";"Henry";"Camara2";"Zorro Gris";2017-01-06 17:42:20;2017-01-06;"17:42:20";4039;67;1,1;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-06__17-42-20(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"110";"Henry";"Camara2";"Zorro Gris";2017-01-06 18:15:09;2017-01-06;"18:15:09";1473;25;0,4;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-06__18-15-09(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"111";"Henry";"Camara2";"Zorro Gris";2017-01-06 18:46:53;2017-01-06;"18:46:53";1903;32;0,5;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-06__18-46-53(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"112";"Henry";"Camara2";"Zorro Gris";2017-01-07 04:29:50;2017-01-07;"04:29:50";34976;583;9,7;0,4;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__04-29-50(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"113";"Henry";"Camara2";"Zorro Gris";2017-01-07 05:23:55;2017-01-07;"05:23:55";3244;54;0,9;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__05-23-55(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"114";"Henry";"Camara2";"Zorro Gris";2017-01-07 08:05:23;2017-01-07;"08:05:23";9687;161;2,7;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__08-05-23(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"115";"Henry";"Camara2";"Zorro Gris";2017-01-07 08:20:52;2017-01-07;"08:20:52";929;15;0,2;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__08-20-52(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"116";"Henry";"Camara2";"Zorro Gris";2017-01-07 08:50:09;2017-01-07;"08:50:09";1756;29;0,5;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__08-50-09(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"117";"Henry";"Camara2";"Zorro Gris";2017-01-07 15:26:11;2017-01-07;"15:26:11";23762;396;6,6;0,3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__15-26-11(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"118";"Henry";"Camara2";"Zorro Gris";2017-01-07 16:14:01;2017-01-07;"16:14:01";2553;43;0,7;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__16-14-01(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"119";"Henry";"Camara2";"Zorro Gris";2017-01-07 17:48:53;2017-01-07;"17:48:53";5689;95;1,6;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__17-48-53(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"120";"Henry";"Camara2";"Zorro Gris";2017-01-07 18:21:24;2017-01-07;"18:21:24";1798;30;0,5;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-07__18-21-24(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"121";"Henry";"Camara2";"Zorro Gris";2017-01-08 06:48:32;2017-01-08;"06:48:32";44668;744;12,4;0,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-08__06-48-32(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"122";"Henry";"Camara2";"Zorro Gris";2017-01-08 17:24:29;2017-01-08;"17:24:29";38154;636;10,6;0,4;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-08__17-24-29(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"123";"Henry";"Camara2";"Zorro Gris";2017-01-09 06:15:34;2017-01-09;"06:15:34";46262;771;12,8;0,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-09__06-15-34(1).JPG";"Dudosa_&_Zorro Gris";"Especie|Dudosa, Especie|Zorro Gris, Especie";"Henry__Camara2"
"124";"Henry";"Camara2";"Zorro Gris";2017-01-09 13:27:11;2017-01-09;"13:27:11";25896;432;7,2;0,3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-09__13-27-11(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"125";"Henry";"Camara2";"Zorro Gris";2017-01-09 17:09:41;2017-01-09;"17:09:41";13349;222;3,7;0,2;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-09__17-09-41(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"126";"Henry";"Camara2";"Zorro Gris";2017-01-09 17:39:22;2017-01-09;"17:39:22";1232;21;0,4;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-09__17-39-22(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"127";"Henry";"Camara2";"Zorro Gris";2017-01-09 18:55:14;2017-01-09;"18:55:14";4549;76;1,3;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-09__18-55-14(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"128";"Henry";"Camara2";"Zorro Gris";2017-01-10 12:29:04;2017-01-10;"12:29:04";63229;1054;17,6;0,7;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-10__12-29-04(1).JPG";"Dudosa_&_Zorro Gris";"Especie|Dudosa, Especie|Zorro Gris, Especie";"Henry__Camara2"
"129";"Henry";"Camara2";"Zorro Gris";2017-01-10 19:01:04;2017-01-10;"19:01:04";23352;389;6,5;0,3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-10__19-01-04(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"130";"Henry";"Camara2";"Zorro Gris";2017-01-11 05:28:44;2017-01-11;"05:28:44";37657;628;10,5;0,4;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-11__05-28-44(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"131";"Henry";"Camara2";"Zorro Gris";2017-01-11 07:34:41;2017-01-11;"07:34:41";7556;126;2,1;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-11__07-34-41(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"132";"Henry";"Camara2";"Zorro Gris";2017-01-11 14:02:14;2017-01-11;"14:02:14";23211;387;6,5;0,3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-11__14-02-14(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"133";"Henry";"Camara2";"Zorro Gris";2017-01-11 15:49:12;2017-01-11;"15:49:12";6159;103;1,7;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-11__15-49-12(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"134";"Henry";"Camara2";"Zorro Gris";2017-01-11 16:14:13;2017-01-11;"16:14:13";1500;25;0,4;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-11__16-14-13(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"135";"Henry";"Camara2";"Zorro Gris";2017-01-11 17:22:30;2017-01-11;"17:22:30";4097;68;1,1;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-11__17-22-30(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"136";"Henry";"Camara2";"Zorro Gris";2017-01-12 07:07:25;2017-01-12;"07:07:25";49358;823;13,7;0,6;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-12__07-07-25(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"137";"Henry";"Camara2";"Zorro Gris";2017-01-12 08:46:22;2017-01-12;"08:46:22";5936;99;1,6;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-12__08-46-22(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"138";"Henry";"Camara2";"Zorro Gris";2017-01-12 09:24:49;2017-01-12;"09:24:49";2306;38;0,6;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-12__09-24-49(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"139";"Henry";"Camara2";"Zorro Gris";2017-01-12 17:22:55;2017-01-12;"17:22:55";28686;478;8;0,3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-12__17-22-55(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"140";"Henry";"Camara2";"Zorro Gris";2017-01-12 18:58:53;2017-01-12;"18:58:53";5756;96;1,6;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-12__18-58-53(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"141";"Henry";"Camara2";"Zorro Gris";2017-01-13 06:41:51;2017-01-13;"06:41:51";42064;701;11,7;0,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-13__06-41-51(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"142";"Henry";"Camara2";"Zorro Gris";2017-01-13 08:33:07;2017-01-13;"08:33:07";5546;92;1,5;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-13__08-33-07(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"143";"Henry";"Camara2";"Zorro Gris";2017-01-13 17:08:28;2017-01-13;"17:08:28";30920;515;8,6;0,4;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-13__17-08-28(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"144";"Henry";"Camara2";"Zorro Gris";2017-01-13 17:46:19;2017-01-13;"17:46:19";2053;34;0,6;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-13__17-46-19(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"145";"Henry";"Camara2";"Zorro Gris";2017-01-14 05:24:26;2017-01-14;"05:24:26";41886;698;11,6;0,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-14__05-24-26(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"146";"Henry";"Camara2";"Zorro Gris";2017-01-14 05:50:12;2017-01-14;"05:50:12";1545;26;0,4;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-14__05-50-12(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"147";"Henry";"Camara2";"Zorro Gris";2017-01-14 11:05:04;2017-01-14;"11:05:04";18677;311;5,2;0,2;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-14__11-05-04(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"148";"Henry";"Camara2";"Zorro Gris";2017-01-14 12:49:50;2017-01-14;"12:49:50";6284;105;1,8;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-14__12-49-50(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"149";"Henry";"Camara2";"Zorro Gris";2017-01-14 15:53:22;2017-01-14;"15:53:22";11011;184;3,1;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-14__15-53-22(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"150";"Henry";"Camara2";"Zorro Gris";2017-01-14 16:22:05;2017-01-14;"16:22:05";1722;29;0,5;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-14__16-22-05(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"151";"Henry";"Camara2";"Zorro Gris";2017-01-14 17:06:24;2017-01-14;"17:06:24";2582;43;0,7;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-14__17-06-24(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"152";"Henry";"Camara2";"Zorro Gris";2017-01-15 05:41:56;2017-01-15;"05:41:56";43805;730;12,2;0,5;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-15__05-41-56(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"153";"Henry";"Camara2";"Zorro Gris";2017-01-15 06:23:25;2017-01-15;"06:23:25";2200;37;0,6;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-15__06-23-25(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"154";"Henry";"Camara2";"Zorro Gris";2017-01-15 06:43:09;2017-01-15;"06:43:09";1183;20;0,3;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-15__06-43-09(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"155";"Henry";"Camara2";"Zorro Gris";2017-01-15 14:18:22;2017-01-15;"14:18:22";27312;455;7,6;0,3;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-15__14-18-22(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"156";"Henry";"Camara2";"Zorro Gris";2017-01-15 16:47:58;2017-01-15;"16:47:58";8974;150;2,5;0,1;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-15__16-47-58(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"157";"Henry";"Camara2";"Zorro Gris";2017-01-15 17:21:03;2017-01-15;"17:21:03";1982;33;0,6;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2017-01-15__17-21-03(1).JPG";"Zorro Gris";"Especie|Zorro Gris, Especie";"Henry__Camara2"
"158";"Henry";"Camara1";"Zorro Perro";2017-03-12 23:27:08;2017-03-12;"23:27:08";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-03-12__23-27-08(1).JPG";"Zorro Perro";"Especie|Zorro Perro";"Henry__Camara1"
"159";"Henry";"Camara1";"Zorro Perro";2017-04-05 20:09:39;2017-04-05;"20:09:39";2061749;34362;572,7;23,9;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-04-05__20-09-39(1).JPG";"Zorro Perro";"Especie|Zorro Perro, Especie";"Henry__Camara1"
"160";"Henry";"Camara1";"Zorro Perro";2017-04-12 19:55:57;2017-04-12;"19:55:57";603976;10066;167,8;7;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara1__2017-04-12__19-55-57(1).JPG";"Zorro Perro";"Especie|Zorro Perro, Especie";"Henry__Camara1"
"161";"Henry";"Camara2";"Zorro Perro";2016-12-30 02:50:06;2016-12-30;"02:50:06";0;0;0;0;"C:/Users/el usuario/Desktop/jmb/Julana/Tertulia camptrapR/continuacion/mod_meta_rename/Henry";"Henry__Camara2__2016-12-30__02-50-06(1).JPG";"Dudosa_&_Zorro Perro";"Especie|Dudosa, Especie|Zorro Perro, Especie";"Henry__Camara2"
